number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at
INC0001428,Closed,False,0,1,7,True,Caller16,Operator25,2023-05-28 11:25:00,Operator14,2023-05-28 11:26:00,Analyst22,2023-06-02 06:14:26,Email,Bandırma HQ,Network,DNS,Performance Degradation,3 - Low,2 - Medium,4 - Low,Application Support,Analyst25,False,True,Do Not Notify,,,,,Solved (Permanently),Resolver40,2023-06-01 18:32:11,2023-06-02 06:14:26
INC0001429,Resolved,False,2,1,17,False,Caller107,Operator18,2023-12-20 23:35:00,Operator28,2023-12-20 23:40:00,Analyst48,2024-01-04 18:39:57,Self Service,Ankara Office,Inquiry / Help,Password Reset,Performance Degradation,3 - Low,2 - Medium,4 - Low,Cloud Services,Analyst21,False,True,Send Email,,,,,Not Solved (Not Reproducible),Resolver17,2024-01-03 15:23:02,2024-01-04 18:39:57
INC0001430,Resolved,False,2,0,15,True,Caller81,Operator20,2023-02-27 04:23:00,Operator24,2023-02-27 04:23:00,Analyst39,2023-03-03 07:52:24,Email,Bandırma HQ,Network,Firewall,System Slow,2 - Medium,3 - Low,4 - Low,Network Operations,Analyst15,False,True,Do Not Notify,PRB0000378,,Vendor11,,Not Solved (Too Costly),Resolver2,2023-03-03 05:32:42,2023-03-03 07:52:24
INC0001431,Resolved,False,0,0,7,True,Caller66,Operator28,2024-08-07 10:53:00,Operator12,2024-08-07 10:55:00,Analyst17,2024-08-09 08:29:59,Direct Opening,Data Center Beta,Network,DNS,Intermittent Failure,2 - Medium,2 - Medium,3 - Moderate,DevOps Team,Analyst14,False,False,Do Not Notify,,RFC0000142,,,Solved (Work Around),Resolver19,2024-08-07 13:48:21,2024-08-09 08:29:59
INC0001432,Closed,False,0,0,3,False,Caller171,Operator29,2024-02-10 21:08:00,Operator4,2024-02-10 21:10:00,Analyst25,2024-02-16 02:37:02,Self Service,Elazığ Plant,Database,Replication,Performance Degradation,1 - High,3 - Low,3 - Moderate,Service Desk,Analyst36,True,False,Do Not Notify,,,Vendor1,,Not Solved (Too Costly),Resolver5,2024-02-14 15:10:13,2024-02-16 02:37:02
INC0001433,Awaiting Vendor,True,3,1,18,False,Caller161,Operator2,2024-05-24 16:04:00,Operator23,2024-05-24 16:09:00,Analyst15,2024-06-03 11:14:52,Email,İstanbul Regional,Database,Backup,Service Unavailable,2 - Medium,3 - Low,4 - Low,Data Center Operations,Analyst30,False,False,Do Not Notify,,,Vendor9,,,,,
INC0001434,Resolved,False,0,2,11,False,Caller59,Operator6,2023-09-18 17:17:00,Operator17,2023-09-18 17:20:00,Analyst50,2023-09-28 07:01:53,Phone,İzmir Office,Inquiry / Help,Information,Cannot Access,2 - Medium,3 - Low,4 - Low,End User Support,Analyst41,True,False,Send SMS,,,,,Closed/Resolved by Caller,Resolver11,2023-09-27 18:58:09,2023-09-28 07:01:53
INC0001435,Closed,False,0,0,7,False,Caller87,Operator28,2024-08-15 22:47:00,Operator25,2024-08-15 22:52:00,Analyst35,2024-08-22 09:42:30,Self Service,Data Center Alpha,Network,Wireless,Cannot Access,1 - High,3 - Low,3 - Moderate,Data Center Operations,Analyst10,False,False,Do Not Notify,,,,,Not Solved (Too Costly),Resolver31,2024-08-22 08:44:52,2024-08-22 09:42:30
INC0001436,Closed,False,0,0,2,False,Caller109,Operator5,2024-03-04 16:54:00,Operator28,2024-03-04 16:58:00,Analyst35,2024-03-05 22:50:04,Direct Opening,Data Center Beta,Database,Access,Data Loss,2 - Medium,1 - High,2 - High,End User Support,Analyst28,False,False,Do Not Notify,,,,,Solved (Permanently),Resolver38,2024-03-05 17:28:55,2024-03-05 22:50:04
INC0001437,Resolved,False,1,0,15,False,Caller4,Operator17,2023-05-05 03:12:00,Operator26,2023-05-05 03:14:00,Analyst23,2023-05-13 12:09:15,IVR,Data Center Beta,Hardware,Monitor,Performance Degradation,3 - Low,2 - Medium,4 - Low,Data Center Operations,Analyst8,True,False,Send Email,,,,,Closed/Resolved by Caller,Resolver27,2023-05-13 06:43:10,2023-05-13 12:09:15
INC0001438,Resolved,False,1,1,17,False,Caller15,Operator5,2024-05-11 09:42:00,Operator12,2024-05-11 09:44:00,Analyst48,2024-05-17 21:41:29,Phone,İzmir Office,Network,DNS,Performance Degradation,2 - Medium,2 - Medium,3 - Moderate,Infrastructure,Analyst19,False,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver21,2024-05-17 04:37:50,2024-05-17 21:41:29
INC0001439,Closed,False,2,0,13,True,Caller122,Operator13,2024-04-14 18:08:00,Operator27,2024-04-14 18:10:00,Analyst49,2024-04-19 07:56:56,IVR,İstanbul Regional,Database,Access,Cannot Access,2 - Medium,3 - Low,4 - Low,Infrastructure,Analyst45,False,True,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver14,2024-04-18 14:48:57,2024-04-19 07:56:56
INC0001440,Closed,False,2,1,11,False,Caller16,Operator23,2023-01-12 05:28:00,Operator18,2023-01-12 05:29:00,Analyst38,2023-01-18 06:22:07,Self Service,Elazığ Plant,Database,Replication,Intermittent Failure,1 - High,3 - Low,3 - Moderate,Cloud Services,Analyst2,True,False,Send SMS,,,,,Solved (Work Around),Resolver30,2023-01-17 02:55:23,2023-01-18 06:22:07
INC0001441,Closed,False,0,0,8,False,Caller155,Operator27,2024-03-22 05:56:00,Operator13,2024-03-22 05:58:00,Analyst7,2024-03-31 02:35:22,IVR,Remote - VPN,Network,Wireless,Cannot Access,2 - Medium,3 - Low,4 - Low,End User Support,Analyst32,False,False,Do Not Notify,,,,,Solved (Permanently),Resolver38,2024-03-30 17:09:19,2024-03-31 02:35:22
INC0001442,Closed,False,0,0,10,False,Caller19,Operator12,2023-04-25 20:12:00,Operator14,2023-04-25 20:17:00,Analyst40,2023-05-06 17:18:12,IVR,Bandırma HQ,Database,Query,Configuration Error,2 - Medium,3 - Low,4 - Low,Data Center Operations,Analyst33,True,True,Do Not Notify,,RFC0000017,,,Not Solved (Not Reproducible),Resolver38,2023-05-05 12:08:56,2023-05-06 17:18:12
INC0001443,Closed,False,0,0,12,False,Caller98,Operator22,2023-01-19 12:13:00,Operator19,2023-01-19 12:16:00,Analyst41,2023-01-28 20:47:09,Self Service,İzmir Office,Network,VPN,Service Unavailable,2 - Medium,3 - Low,4 - Low,Database Admin,Analyst37,False,False,Send SMS,PRB0000035,,,,Closed/Resolved by Caller,Resolver30,2023-01-27 14:51:25,2023-01-28 20:47:09
INC0001444,Resolved,False,1,2,4,False,Caller95,Operator20,2024-09-05 11:16:00,Operator13,2024-09-05 11:19:00,Analyst28,2024-09-16 07:54:14,IVR,Ankara Office,Network,Wireless,Error Message,2 - Medium,3 - Low,4 - Low,Application Support,Analyst37,False,True,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver11,2024-09-14 16:14:12,2024-09-16 07:54:14
INC0001445,Closed,False,0,1,13,False,Caller46,Operator28,2024-06-27 00:19:00,Operator15,2024-06-27 00:22:00,Analyst31,2024-07-05 23:19:37,Email,İzmir Office,Hardware,Monitor,Configuration Error,3 - Low,2 - Medium,4 - Low,Data Center Operations,Analyst14,True,False,Do Not Notify,PRB0000431,,,,Not Solved (Too Costly),Resolver29,2024-07-05 20:44:56,2024-07-05 23:19:37
INC0001446,Closed,False,1,1,14,True,Caller131,Operator29,2024-09-25 03:09:00,Operator22,2024-09-25 03:11:00,Analyst34,2024-09-29 11:14:22,Direct Opening,Ankara Office,Network,Wireless,Login Issue,2 - Medium,2 - Medium,3 - Moderate,Network Operations,Analyst11,False,False,Do Not Notify,,,,,Not Solved (Too Costly),Resolver40,2024-09-27 22:38:58,2024-09-29 11:14:22
INC0001447,Closed,False,3,0,15,True,Caller82,Operator16,2023-03-27 09:18:00,Operator8,2023-03-27 09:18:00,Analyst5,2023-03-30 11:15:33,Direct Opening,Bandırma HQ,Database,Replication,Error Message,3 - Low,3 - Low,4 - Low,Service Desk,Analyst19,True,False,Do Not Notify,,,Vendor2,,Solved (Work Around),Resolver39,2023-03-29 20:12:41,2023-03-30 11:15:33
INC0001448,Resolved,False,0,1,7,False,Caller8,Operator3,2023-10-14 15:50:00,Operator19,2023-10-14 15:55:00,Analyst14,2023-10-18 05:54:49,Self Service,İstanbul Regional,Hardware,Monitor,Service Unavailable,1 - High,3 - Low,3 - Moderate,Network Operations,Analyst2,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver15,2023-10-17 15:56:26,2023-10-18 05:54:49
INC0001449,Closed,False,3,3,7,False,Caller48,Operator4,2024-05-03 09:44:00,Operator23,2024-05-03 09:44:00,Analyst45,2024-05-11 15:40:13,IVR,İstanbul Regional,Software,Office Suite,Configuration Error,2 - Medium,2 - Medium,3 - Moderate,Application Support,Analyst16,False,True,Do Not Notify,,RFC0000170,,,Not Solved (Not Reproducible),Resolver37,2024-05-09 17:59:41,2024-05-11 15:40:13
INC0001450,Closed,False,0,0,9,True,Caller98,Operator11,2023-06-25 21:10:00,Operator9,2023-06-25 21:10:00,Analyst45,2023-06-28 06:47:52,Direct Opening,Data Center Alpha,Inquiry / Help,Training,Intermittent Failure,3 - Low,3 - Low,4 - Low,Service Desk,Analyst11,False,True,Send SMS,,,,,Not Solved (Not Reproducible),Resolver31,2023-06-28 06:03:05,2023-06-28 06:47:52
INC0001451,Resolved,False,2,0,8,True,Caller157,Operator30,2023-03-27 10:53:00,Operator29,2023-03-27 10:57:00,Analyst41,2023-03-30 14:41:55,IVR,Bandırma HQ,Software,Application,Error Message,3 - Low,2 - Medium,4 - Low,End User Support,Analyst26,True,False,Send Email,,,,,Not Solved (Too Costly),Resolver27,2023-03-28 18:24:28,2023-03-30 14:41:55
INC0001452,Resolved,False,3,1,11,True,Caller152,Operator29,2023-02-20 18:16:00,Operator9,2023-02-20 18:20:00,Analyst43,2023-02-21 10:54:36,Direct Opening,Data Center Alpha,Network,DNS,Service Unavailable,1 - High,2 - Medium,2 - High,End User Support,Analyst22,False,True,Send Email,PRB0000398,,,,Not Solved (Not Reproducible),Resolver36,2023-02-20 20:02:54,2023-02-21 10:54:36
INC0001453,Closed,False,1,0,8,False,Caller126,Operator24,2024-07-25 11:24:00,Operator18,2024-07-25 11:24:00,Analyst25,2024-07-27 04:36:38,Self Service,Bandırma HQ,Network,Wireless,Data Loss,1 - High,1 - High,1 - Critical,Security Operations,Analyst47,False,True,Send SMS,,,Vendor15,,Not Solved (Not Reproducible),Resolver10,2024-07-26 11:36:45,2024-07-27 04:36:38
INC0001454,Resolved,False,2,0,15,False,Caller46,Operator14,2024-02-19 23:50:00,Operator17,2024-02-19 23:55:00,Analyst17,2024-03-03 08:17:50,Direct Opening,Data Center Beta,Software,ERP,System Slow,2 - Medium,3 - Low,4 - Low,Security Operations,Analyst10,False,True,Do Not Notify,,,,,Solved (Permanently),Resolver29,2024-03-02 21:23:08,2024-03-03 08:17:50
INC0001455,Closed,False,0,2,12,False,Caller192,Operator21,2024-01-28 05:34:00,Operator26,2024-01-28 05:34:00,Analyst30,2024-02-01 23:54:40,IVR,Data Center Alpha,Database,Performance,Service Unavailable,1 - High,2 - Medium,2 - High,Service Desk,Analyst21,False,True,Send Email,,,Vendor8,,Not Solved (Too Costly),Resolver1,2024-01-31 20:13:32,2024-02-01 23:54:40
INC0001456,Closed,False,0,0,6,True,Caller93,Operator15,2023-03-25 06:53:00,Operator14,2023-03-25 06:56:00,Analyst7,2023-03-26 15:26:12,Direct Opening,Data Center Alpha,Network,Connectivity,Configuration Error,3 - Low,2 - Medium,4 - Low,End User Support,Analyst3,False,False,Do Not Notify,,,,,Solved (Work Around),Resolver36,2023-03-25 12:51:51,2023-03-26 15:26:12
INC0001457,Resolved,False,0,0,8,False,Caller137,Operator8,2023-08-27 17:37:00,Operator7,2023-08-27 17:37:00,Analyst28,2023-09-03 05:23:48,IVR,Ankara Office,Network,VPN,System Slow,1 - High,3 - Low,3 - Moderate,DevOps Team,Analyst44,True,True,Send Email,PRB0000304,,,,Not Solved (Not Reproducible),Resolver30,2023-09-02 07:40:41,2023-09-03 05:23:48
INC0001458,Closed,False,0,0,2,False,Caller191,Operator1,2024-10-05 20:37:00,Operator28,2024-10-05 20:42:00,Analyst36,2024-10-10 13:27:04,Direct Opening,Bandırma HQ,Inquiry / Help,Training,Error Message,1 - High,2 - Medium,2 - High,Infrastructure,Analyst32,True,True,Send Email,,,Vendor11,,Not Solved (Too Costly),Resolver16,2024-10-08 23:09:59,2024-10-10 13:27:04
INC0001459,Closed,False,2,0,9,True,Caller39,Operator19,2024-04-13 09:14:00,Operator13,2024-04-13 09:16:00,Analyst23,2024-04-16 19:26:52,Direct Opening,Data Center Alpha,Network,Wireless,Cannot Access,2 - Medium,3 - Low,4 - Low,Cloud Services,Analyst4,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver4,2024-04-15 00:17:43,2024-04-16 19:26:52
INC0001460,Closed,False,1,1,10,False,Caller53,Operator27,2024-09-25 12:11:00,Operator29,2024-09-25 12:13:00,Analyst42,2024-09-29 07:51:40,Direct Opening,Data Center Beta,Network,Firewall,Service Unavailable,1 - High,2 - Medium,2 - High,DevOps Team,Analyst13,False,True,Send Email,,,,,Not Solved (Not Reproducible),Resolver35,2024-09-29 06:58:51,2024-09-29 07:51:40
INC0001461,Closed,False,2,0,11,True,Caller156,Operator23,2023-10-28 00:18:00,Operator28,2023-10-28 00:19:00,Analyst41,2023-11-02 16:18:10,IVR,Bandırma HQ,Inquiry / Help,Account Access,Intermittent Failure,3 - Low,3 - Low,4 - Low,Security Operations,Analyst37,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver4,2023-11-01 00:08:55,2023-11-02 16:18:10
INC0001462,Resolved,False,1,0,3,False,Caller49,Operator1,2024-10-12 18:47:00,Operator22,2024-10-12 18:51:00,Analyst50,2024-10-15 01:52:06,Phone,Remote - VPN,Hardware,Laptop,System Slow,2 - Medium,1 - High,2 - High,Network Operations,Analyst40,False,False,Do Not Notify,,,,,Solved (Permanently),Resolver35,2024-10-14 18:11:52,2024-10-15 01:52:06
INC0001463,Resolved,False,0,0,12,True,Caller36,Operator18,2023-10-17 13:31:00,Operator12,2023-10-17 13:33:00,Analyst5,2023-10-20 14:05:05,Self Service,Remote - VPN,Software,Office Suite,System Slow,2 - Medium,2 - Medium,3 - Moderate,Network Operations,Analyst13,False,True,Do Not Notify,PRB0000411,,,,Not Solved (Not Reproducible),Resolver1,2023-10-19 21:33:00,2023-10-20 14:05:05
INC0001464,Closed,False,0,0,14,True,Caller1,Operator16,2024-01-06 11:13:00,Operator9,2024-01-06 11:17:00,Analyst41,2024-01-06 19:25:59,Phone,Ankara Office,Software,ERP,Performance Degradation,2 - Medium,1 - High,2 - High,Network Operations,Analyst22,False,True,Do Not Notify,,,,,Solved (Work Around),Resolver25,2024-01-06 14:32:43,2024-01-06 19:25:59
INC0001465,Resolved,False,0,0,1,False,Caller97,Operator2,2024-07-30 02:57:00,Operator12,2024-07-30 03:01:00,Analyst27,2024-08-04 18:52:16,Email,Data Center Alpha,Network,DNS,System Slow,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst6,True,False,Send Email,,,,,Not Solved (Not Reproducible),Resolver40,2024-08-03 10:30:02,2024-08-04 18:52:16
INC0001466,Resolved,False,0,0,11,True,Caller178,Operator7,2023-03-30 12:41:00,Operator3,2023-03-30 12:43:00,Analyst43,2023-04-05 22:37:37,Self Service,Remote - VPN,Inquiry / Help,Password Reset,Login Issue,2 - Medium,3 - Low,4 - Low,Security Operations,Analyst24,False,True,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver25,2023-04-05 01:57:16,2023-04-05 22:37:37
INC0001467,Resolved,False,2,0,6,True,Caller3,Operator9,2024-12-19 15:50:00,Operator5,2024-12-19 15:55:00,Analyst14,2024-12-26 22:20:55,Email,İstanbul Regional,Software,ERP,Security Alert,2 - Medium,3 - Low,4 - Low,DevOps Team,Analyst41,True,True,Send Email,,,,,Closed/Resolved by Caller,Resolver10,2024-12-26 10:50:08,2024-12-26 22:20:55
INC0001468,Awaiting Vendor,True,1,0,14,False,Caller40,Operator13,2024-05-22 08:16:00,Operator2,2024-05-22 08:16:00,Analyst48,2024-05-28 18:51:50,Email,Data Center Beta,Software,Email,Performance Degradation,2 - Medium,3 - Low,4 - Low,End User Support,Analyst47,False,False,Do Not Notify,,,,,,,,
INC0001469,Closed,False,1,3,13,True,Caller44,Operator10,2024-05-12 14:33:00,Operator15,2024-05-12 14:33:00,Analyst32,2024-05-15 11:01:02,Phone,Data Center Beta,Inquiry / Help,Training,Performance Degradation,3 - Low,2 - Medium,4 - Low,Network Operations,Analyst34,False,True,Do Not Notify,,,,,Not Solved (Too Costly),Resolver13,2024-05-15 09:35:57,2024-05-15 11:01:02
INC0001470,Awaiting Vendor,True,0,0,15,False,Caller130,Operator22,2024-02-18 22:33:00,Operator30,2024-02-18 22:38:00,Analyst34,2024-02-20 11:43:04,Phone,Elazığ Plant,Hardware,Peripheral,Configuration Error,2 - Medium,1 - High,2 - High,Data Center Operations,Analyst4,False,True,Do Not Notify,,,,,,,,
INC0001471,Closed,False,1,0,2,True,Caller143,Operator2,2023-01-24 21:34:00,Operator17,2023-01-24 21:34:00,Analyst14,2023-01-27 15:59:35,Self Service,Bandırma HQ,Database,Query,Login Issue,1 - High,3 - Low,3 - Moderate,DevOps Team,Analyst23,False,False,Send SMS,,,Vendor14,,Not Solved (Not Reproducible),Resolver35,2023-01-25 16:18:35,2023-01-27 15:59:35
INC0001472,Closed,False,0,0,9,False,Caller177,Operator1,2023-09-10 14:16:00,Operator14,2023-09-10 14:19:00,Analyst46,2023-09-23 13:14:53,IVR,Data Center Alpha,Network,Wireless,Data Loss,2 - Medium,3 - Low,4 - Low,Service Desk,Analyst21,False,False,Do Not Notify,PRB0000256,,Vendor12,,Solved (Work Around),Resolver29,2023-09-23 10:22:26,2023-09-23 13:14:53
INC0001473,Closed,False,5,0,18,False,Caller82,Operator16,2024-06-20 13:59:00,Operator18,2024-06-20 14:04:00,Analyst41,2024-06-25 19:05:43,Phone,İstanbul Regional,Network,VPN,Configuration Error,2 - Medium,2 - Medium,3 - Moderate,Application Support,Analyst46,True,False,Send Email,,,,,Not Solved (Not Reproducible),Resolver25,2024-06-25 17:59:07,2024-06-25 19:05:43
INC0001474,Resolved,False,2,0,13,True,Caller158,Operator16,2023-05-21 16:30:00,Operator14,2023-05-21 16:34:00,Analyst28,2023-05-25 11:16:57,Email,Bandırma HQ,Inquiry / Help,How To,Security Alert,3 - Low,2 - Medium,4 - Low,Security Operations,Analyst1,False,False,Send Email,,,,,Not Solved (Not Reproducible),Resolver29,2023-05-24 13:42:09,2023-05-25 11:16:57
INC0001475,Closed,False,0,2,13,False,Caller77,Operator5,2024-04-04 17:26:00,Operator9,2024-04-04 17:29:00,Analyst22,2024-04-12 15:32:45,Direct Opening,Data Center Alpha,Hardware,Laptop,Intermittent Failure,2 - Medium,3 - Low,4 - Low,End User Support,Analyst12,True,True,Send SMS,PRB0000368,,,,Solved (Permanently),Resolver28,2024-04-11 23:05:04,2024-04-12 15:32:45
INC0001476,Awaiting Vendor,True,2,0,6,False,Caller52,Operator27,2024-11-13 08:06:00,Operator18,2024-11-13 08:08:00,Analyst43,2024-11-16 11:04:44,Direct Opening,Data Center Alpha,Network,Connectivity,Error Message,2 - Medium,2 - Medium,3 - Moderate,Database Admin,Analyst23,False,False,Send Email,,,,,,,,
INC0001477,Closed,False,2,0,7,False,Caller198,Operator19,2024-03-17 10:03:00,Operator6,2024-03-17 10:04:00,Analyst27,2024-03-21 17:45:27,Email,Data Center Beta,Network,DNS,Cannot Access,2 - Medium,2 - Medium,3 - Moderate,Infrastructure,Analyst1,False,True,Do Not Notify,PRB0000421,,,,Not Solved (Too Costly),Resolver3,2024-03-21 08:07:13,2024-03-21 17:45:27
INC0001478,Closed,False,3,0,9,True,Caller80,Operator11,2024-08-22 21:04:00,Operator10,2024-08-22 21:06:00,Analyst47,2024-08-23 22:00:12,Email,Bandırma HQ,Inquiry / Help,Password Reset,System Slow,2 - Medium,3 - Low,4 - Low,Network Operations,Analyst31,False,False,Do Not Notify,,,,,Solved (Work Around),Resolver1,2024-08-23 03:10:35,2024-08-23 22:00:12
INC0001479,Resolved,False,2,0,4,False,Caller106,Operator13,2024-10-24 18:11:00,Operator12,2024-10-24 18:16:00,Analyst50,2024-11-01 01:02:08,IVR,İzmir Office,Hardware,Printer,System Slow,3 - Low,2 - Medium,4 - Low,End User Support,Analyst4,False,True,Send Email,,RFC0000172,,,Solved (Permanently),Resolver10,2024-10-31 22:19:25,2024-11-01 01:02:08
INC0001480,Resolved,False,1,0,12,False,Caller106,Operator11,2024-01-02 09:01:00,Operator5,2024-01-02 09:04:00,Analyst28,2024-01-04 16:51:07,Self Service,Bandırma HQ,Network,VPN,Performance Degradation,1 - High,2 - Medium,2 - High,Application Support,Analyst19,False,False,Send Email,,RFC0000106,Vendor9,,Not Solved (Not Reproducible),Resolver37,2024-01-04 01:58:00,2024-01-04 16:51:07
INC0001481,Closed,False,2,0,14,False,Caller18,Operator22,2023-12-27 14:45:00,Operator12,2023-12-27 14:49:00,Analyst21,2024-01-10 08:41:54,Email,Elazığ Plant,Inquiry / Help,Information,Cannot Access,2 - Medium,3 - Low,4 - Low,Service Desk,Analyst7,False,False,Send Email,PRB0000338,,,,Solved (Work Around),Resolver39,2024-01-09 05:38:12,2024-01-10 08:41:54
INC0001482,Closed,False,1,0,16,False,Caller128,Operator23,2024-05-21 22:45:00,Operator21,2024-05-21 22:47:00,Analyst47,2024-06-05 07:06:01,Self Service,Bandırma HQ,Network,Firewall,Data Loss,2 - Medium,3 - Low,4 - Low,End User Support,Analyst30,True,False,Send Email,,,,,Not Solved (Too Costly),Resolver10,2024-06-04 14:32:16,2024-06-05 07:06:01
INC0001483,Resolved,False,1,0,6,False,Caller75,Operator6,2024-06-06 14:42:00,Operator20,2024-06-06 14:44:00,Analyst33,2024-06-15 12:10:53,Email,İstanbul Regional,Software,ERP,Service Unavailable,3 - Low,2 - Medium,4 - Low,Cloud Services,Analyst41,False,True,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver31,2024-06-15 11:08:09,2024-06-15 12:10:53
INC0001484,Resolved,False,3,0,8,False,Caller59,Operator9,2023-02-21 13:18:00,Operator22,2023-02-21 13:22:00,Analyst23,2023-02-25 14:36:31,IVR,Remote - VPN,Inquiry / Help,Password Reset,Service Unavailable,1 - High,3 - Low,3 - Moderate,Database Admin,Analyst50,True,False,Do Not Notify,,RFC0000120,,,Closed/Resolved by Caller,Resolver2,2023-02-24 21:14:56,2023-02-25 14:36:31
INC0001485,Awaiting User Info,True,3,0,15,True,Caller177,Operator24,2024-03-01 04:13:00,Operator27,2024-03-01 04:13:00,Analyst8,2024-03-02 20:04:41,Email,Elazığ Plant,Hardware,Peripheral,Service Unavailable,2 - Medium,3 - Low,4 - Low,Network Operations,Analyst5,True,False,Do Not Notify,PRB0000498,,Vendor5,,,,,
INC0001486,Closed,False,1,0,12,True,Caller185,Operator1,2023-09-26 23:35:00,Operator21,2023-09-26 23:39:00,Analyst26,2023-10-05 03:57:38,Email,Data Center Alpha,Inquiry / Help,Account Access,Cannot Access,3 - Low,3 - Low,4 - Low,Database Admin,Analyst29,False,True,Send SMS,,,,,Solved (Work Around),Resolver9,2023-10-03 10:53:08,2023-10-05 03:57:38
INC0001487,Resolved,False,4,0,15,False,Caller85,Operator6,2024-03-13 18:28:00,Operator23,2024-03-13 18:29:00,Analyst42,2024-03-17 14:48:31,Email,Data Center Alpha,Software,Office Suite,Cannot Access,2 - Medium,1 - High,2 - High,Cloud Services,Analyst37,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver15,2024-03-16 17:38:39,2024-03-17 14:48:31
INC0001488,Resolved,False,4,0,14,True,Caller186,Operator19,2024-06-03 19:28:00,Operator11,2024-06-03 19:33:00,Analyst11,2024-06-05 17:58:06,IVR,Ankara Office,Inquiry / Help,Account Access,Configuration Error,2 - Medium,2 - Medium,3 - Moderate,DevOps Team,Analyst48,False,True,Do Not Notify,,,,,Solved (Permanently),Resolver29,2024-06-04 21:50:12,2024-06-05 17:58:06
INC0001489,Closed,False,3,0,14,True,Caller13,Operator5,2024-08-10 15:04:00,Operator4,2024-08-10 15:09:00,Analyst2,2024-08-17 14:10:12,Phone,Bandırma HQ,Hardware,Printer,Error Message,3 - Low,2 - Medium,4 - Low,End User Support,Analyst34,False,False,Send Email,,,,,Closed/Resolved by Caller,Resolver30,2024-08-16 02:11:49,2024-08-17 14:10:12
INC0001490,Closed,False,1,0,16,True,Caller56,Operator29,2023-02-27 08:22:00,Operator16,2023-02-27 08:22:00,Analyst25,2023-02-28 15:22:31,Direct Opening,İstanbul Regional,Hardware,Printer,Error Message,2 - Medium,3 - Low,4 - Low,DevOps Team,Analyst30,True,False,Do Not Notify,,,,,Not Solved (Too Costly),Resolver33,2023-02-28 06:05:52,2023-02-28 15:22:31
INC0001491,Resolved,False,0,0,8,True,Caller84,Operator15,2024-11-24 03:30:00,Operator20,2024-11-24 03:32:00,Analyst13,2024-11-26 10:31:08,Phone,Ankara Office,Hardware,Laptop,Data Loss,1 - High,3 - Low,3 - Moderate,Security Operations,Analyst42,False,True,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver25,2024-11-25 08:38:38,2024-11-26 10:31:08
INC0001492,Resolved,False,1,0,15,False,Caller91,Operator15,2023-07-01 04:16:00,Operator28,2023-07-01 04:21:00,Analyst15,2023-07-15 23:45:59,IVR,Remote - VPN,Hardware,Peripheral,System Slow,2 - Medium,3 - Low,4 - Low,End User Support,Analyst4,False,True,Send Email,PRB0000046,,Vendor1,,Solved (Work Around),Resolver6,2023-07-14 10:57:16,2023-07-15 23:45:59
INC0001493,Closed,False,4,0,11,True,Caller104,Operator24,2024-10-31 01:27:00,Operator15,2024-10-31 01:30:00,Analyst44,2024-11-04 20:15:54,IVR,Bandırma HQ,Hardware,Laptop,Service Unavailable,2 - Medium,3 - Low,4 - Low,Infrastructure,Analyst4,False,True,Do Not Notify,PRB0000042,RFC0000048,,,Not Solved (Not Reproducible),Resolver22,2024-11-04 00:22:51,2024-11-04 20:15:54
INC0001494,Awaiting User Info,True,2,1,15,False,Caller165,Operator16,2024-04-09 20:44:00,Operator16,2024-04-09 20:46:00,Analyst20,2024-04-11 09:44:31,Phone,Bandırma HQ,Database,Backup,Performance Degradation,2 - Medium,3 - Low,4 - Low,Service Desk,Analyst28,False,True,Send Email,,,,,,,,
INC0001495,Resolved,False,4,0,18,True,Caller119,Operator8,2024-09-18 17:57:00,Operator27,2024-09-18 18:00:00,Analyst1,2024-09-20 16:02:53,Self Service,İstanbul Regional,Hardware,Laptop,Data Loss,2 - Medium,2 - Medium,3 - Moderate,Database Admin,Analyst35,True,False,Send Email,PRB0000457,,Vendor4,,Solved (Permanently),Resolver37,2024-09-18 23:50:19,2024-09-20 16:02:53
INC0001496,Resolved,False,3,0,9,False,Caller148,Operator2,2024-10-26 20:07:00,Operator9,2024-10-26 20:09:00,Analyst8,2024-10-30 08:22:21,Phone,Data Center Beta,Software,Office Suite,Login Issue,1 - High,3 - Low,3 - Moderate,End User Support,Analyst29,False,True,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver40,2024-10-29 21:48:02,2024-10-30 08:22:21
